character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Готфрид Осс,Мужской,58,Археолог,False,8,24,571
Граден,Мужской,32,Инквизитор,True,8,24,572
Граф,Мужской,59,Бандит,False,8,24,573
Граф (Кровь и Вино),Мужской,53,БандитНаемник,False,8,33,574
Граф Беледаль,Мужской,70,ВиноторговецЖивописецНатуралистДворянин,True,8,12,575
Граф Бруанне,Мужской,39,Дворянин,True,8,8,576
Граф д'Арви,Мужской,49,Дворянин,True,8,8,577
Граф де Боттон,Мужской,18,Дворянин,True,8,33,578
Граф де Лувертен,Мужской,59,Дворянин,True,8,34,579
Граф де Руйтер,Мужской,50,Дворянин,True,8,24,580
Граф Колдуэлл,Мужской,44,Государственный деятель,False,8,33,581
Граф ла Геер,Мужской,65,Государственный деятель,True,8,33,582
Граф Ланьер,Мужской,56,Дворянин,True,8,24,583
Граф Тибальт,Мужской,48,ДворянинИгрок в гвинт,True,8,24,584
Граф Тибольт (Ведьмак 2),Мужской,38,Рыцарь,False,8,33,585
Графиня де Лонфаль,Женский,42,Дворянка,False,8,33,586
Графиня Миньоль,Женский,22,ДворянкаКоллекционер ведьминалий,True,8,24,587
Графиня Ноттурн,Женский,49,Дворянка,True,8,33,588
Графнир,Мужской,53,Скальд,True,8,10,589
Грахам,Мужской,30,Рыбак,False,8,29,590
Грегор,Мужской,25,СолдатЗаговорщик,True,8,24,591
Грегор Пиксид,Мужской,67,Учёный-геолог,False,8,33,592
Грегуар де Горгон,Мужской,54,Странствующий рыцарь,True,8,33,593
Гремист,Мужской,40,ДруидАлхимик,True,8,21,594
Грета Оберт,Женский,37,Дворянка,True,8,33,595
Гретка,Женский,65,,True,8,29,596
Греттер,Мужской,68,,False,8,21,597
Грим,Мужской,21,Кулачный боецДровосек,True,8,21,598
Гриммдьярр,Мужской,32,ВоинЯрл,True,8,21,599
Грисвольд,Мужской,69,Купец,True,8,33,600
Грифон из Темерии,Мужской,20,Государственный деятель,True,8,29,601
Гриффарин,Мужской,37,ТрактирщикРазбойник (ранее)Солдат (ранее),True,8,29,602
Гриц,Мужской,70,Крестьянин,False,8,24,603
Грицци,Мужской,30,Дворянин,True,8,34,604
Гродеберт,Мужской,57,Солдат,False,8,8,605
Громм,Мужской,34,Игрок в гвинт,True,7,33,606
Грузил,Мужской,69,Кулачный боецРазбойник (ранее)Солдат (ранее),True,8,29,607
Грун,Мужской,47,Бандит,False,7,33,608
Груффыд,Мужской,19,Дворянин,True,8,33,609
Грыдля,Мужской,29,,True,8,33,610
Губерт Рейк,Мужской,24,КоронерСерийный убийцаПреподаватель (ранее),False,8,33,611
Губитель,Мужской,54,ЧародейАлхимик,True,8,8,612
Губрехт,Мужской,67,Инквизитор,False,8,24,613
Гуго из Напэйса,Мужской,34,Жрец богини КревеРыцарьВеликий Магистр Ордена Белой Розы,True,8,29,614
Гуго Майерсдорф,Мужской,55,Пчеловод,True,9,33,615
Гуго Хофф,Мужской,32,Профессиональный вор,False,9,33,616
Гудемунда Тиссен,Женский,61,Дворянка,True,8,12,617
Гудмунд Большое Хайло,Мужской,22,Пират,True,8,21,618
Гудрун Бьорнсдоттир,Женский,58,Лидер группировкиПират,True,8,21,619
Гумберт Реардон,Мужской,55,Дворянин помещик,False,8,29,620
Гундар,Мужской,32,,True,8,21,621
Гунн Хардис,Мужской,56,Кузнец-оружейникРазбойник (ранее)Солдат (ранее),True,7,33,622
Гуннар,Мужской,60,Мастер Пути,True,8,21,623
Гуннар (Спикероог),Мужской,22,Распорядитель арены,True,8,21,624
Гурман,Мужской,46,,False,8,33,625
Гусар,Мужской,15,,True,8,33,626
Густав Рене,Мужской,20,Боец на арене,False,8,33,627
Гусыня Бальбина,Женский,19,,True,8,33,628
Гутлаф,Мужской,67,СенешальКапитан драккара,False,8,21,629
Гутрам из Соддена,Мужской,34,Государственный деятель,True,8,27,630
Гуус Мейер,Мужской,56,Плотник,True,7,18,631
Гухарт,Мужской,31,ВедьмакУчитель фехтования,True,8,33,632
Гьярр,Мужской,46,Староста деревни,True,8,21,633
Гэнфальф,Мужской,39,,True,8,33,634
Гюго Моннар,Мужской,51,Предприниматель,True,8,33,635
Гюнтер о'Дим,Мужской,53,Искуситель охотящийся за человеческими душами,True,8,33,636
Давид Афтенсборо,Мужской,26,Артист,False,8,33,637
Дагборг,Мужской,70,ДворянинПомещик,True,8,33,638
Дагмар,Мужской,37,Крестьянин,True,8,29,639
Дагоберт из Воле,Мужской,62,Чародей,False,8,33,640
Дагорад,Мужской,44,Государственный деятель,False,8,33,641
Дагрид,Мужской,50,Государственный деятель,True,8,10,642
Дагур Два Клинка,Мужской,60,Воин-ренегат,False,8,21,643
Даинти Бибервельт,Мужской,61,ФермерКоноводКупец,True,9,33,644
Даирида,Женский,43,Дворянка,True,8,33,645
Дакре Силифант,Мужской,27,ВоеннослужащийНаемник,True,8,33,646
Далимира из Редании,Женский,30,Дворянка,True,8,24,647
Далия,Женский,69,,True,8,33,648
Далла,Женский,35,Жрица,True,8,21,649
Далум,Мужской,67,Торговец,True,8,33,650
Дамбор Черный,Мужской,29,Государственный деятель,True,8,24,651
Дамрокка из Гулеты,Женский,38,ДворянкаПроститутка (ранее),True,8,2,652
Дамьен де ла Тур,Мужской,51,Командир гвардииОфицер,True,8,33,653
Сериал:Данек,Мужской,62,Рыцарь,True,8,33,654
Даниэль Дюбуа,Мужской,37,Странствующий рыцарь,True,8,33,655
Даниэль Эчеверриа,Мужской,66,ВоеннослужащийРыцарьДворянин,True,8,29,656
Данте ди Брадо,Мужской,40,Игрок в гвинт,True,8,33,657
Сериал:Дара,Мужской,69,,True,11,33,658
Даэрхенна,Мужской,30,ЧародейУченый,True,11,33,659
Дебиан Кардан,Мужской,18,,True,7,33,660
Дебора,Женский,66,Лекарь,True,8,33,661
Девица,Женский,35,,True,8,33,662
Девлин аэп Меара,Мужской,48,Лейтенант дивизии Альба,True,8,33,663
Девочка со спичками,Женский,34,Торговец,True,8,33,664
Деде Варгас,Мужской,28,НаемникСолдат,False,8,33,665
Дедушка,Мужской,20,,False,8,29,666
Дезмод,Мужской,54,Государственный деятель,True,8,33,667
Дейдра Адемейн,Женский,65,Дворянка,False,8,9,668
Дейдре аэп Калхалл,Женский,18,Дворянка,True,11,33,669
Деклан Леуваарден,Мужской,70,Купец,True,8,8,670
Деклан Рос аэп Маэльглыд,Мужской,69,Военнослужащий,True,8,8,671
Дельвин де Крайо,Мужской,41,ДворянинРыцарь,False,8,17,672
Демавенд,Мужской,63,Государственный деятель,False,8,2,673
Демьян,Мужской,28,Солдат,False,8,24,674
Деннис Кранмер,Мужской,34,ВоеннослужащийКапитан стражи (ранее),True,7,18,675
Деран аэп Кеаллах,Мужской,43,Дворянин,True,8,33,676
Дервля Трыффин Бруaннэ,Женский,43,Дворянка,True,8,8,677
Деревенская старушка,Женский,42,,True,8,2,678
Держигорка,Мужской,33,,True,8,33,679
Деркач,Мужской,15,Ефрейтор,True,8,33,680
Дерран,Мужской,15,,True,8,21,681
Деррик,Мужской,62,,False,7,33,682
Дершан,Мужской,52,,True,8,33,683
Десятка,Мужской,38,Бандит,False,8,33,684
Детлафф ван дер Эретайн,Мужской,29,ПутешественникСерийный убийца,False,8,33,685
Детмольд,Мужской,68,ЧародейСоветник короля,False,8,13,686
Дея Стенгер,Женский,38,,False,8,33,687
Джаккомо Витти,Мужской,15,Чародей,True,8,33,688
Джакоммо Воттичели,Мужской,56,Скульптор,True,8,33,689
Джакомо Чианфанелли,Мужской,69,Банкир,True,7,18,690
Джамбаттиста,Мужской,66,Чародей,True,8,33,691
Джанго Фретт,Мужской,23,НаёмникОхотник за головами,False,8,21,692
Джеоффрей Монк,Мужской,41,ЧародейМагический деятельПисатель,True,8,33,693
Джером Моро,Мужской,63,Ведьмак,False,8,33,694
Джоана из Гутборга,Женский,46,Дворянка,True,8,24,695
Джулия Абатемарко,Женский,27,Командир наёмниковРазбойница (в прошлом),True,8,33,696
Джуркаст,Мужской,30,Государственный деятель,True,8,29,697
Диана де Сэнт-Виллерс,Женский,61,Королева,True,8,29,698
Диветаф,Мужской,54,Государственный деятель,False,11,33,699
Дигот,Мужской,25,Сотник,True,8,10,700
Дидерик из Гелибола,Мужской,32,Ученик ведьмаков,False,8,24,701
Диди Хофмайер,Мужской,29,Ездовой,True,9,33,702
Дилла кх'Аманни,Мужской,34,Купец,True,8,22,703
Диллен,Мужской,37,,True,8,33,704
Диллиан,Женский,25,,True,11,33,705
Дильвин,Мужской,41,Солдат,False,8,8,706
Димитр,Мужской,62,Бандит,False,8,33,707
Диргелех,Мужской,48,Узурпатор,True,8,33,708
Дирк,Мужской,50,ИнквизиторСпециалист по пыткам,False,8,24,709
Дитер,Мужской,56,Конюший,False,8,29,710
Дованте,Мужской,51,Гвардеец,True,8,33,711
Додрик Люмарц,Мужской,21,ШпионПреступник,False,8,8,712
Долорес Реардон,Женский,32,Дворянка,True,8,29,713
Доминик Бомбаст Хувенагель,Мужской,33,Государственный деятельПредпринимательФилантроп,False,8,34,714
Домовой (допплер),Мужской,20,Вор,False,8,33,715
Донар ан Хиндар,Мужской,65,Ярл,True,8,21,716
Донимир Верный,Мужской,58,Военачальник,True,8,24,717
Донимир из Тройи,Мужской,65,Рыцарь,True,8,27,718
Дора,Женский,66,,True,8,24,719
Дореан,Мужской,26,,False,8,17,720
Дориан Вилесс,Мужской,17,Художник,True,8,33,721
Дория,Женский,65,,True,8,33,722
Доррегарай,Мужской,45,ЧародейУчёный и писательРектор академии,True,8,32,723
Драакуль,X,43,,True,8,33,724
Драган,Мужской,51,Торговец,True,8,33,725
Драгомир,Мужской,64,,True,8,33,726
Драгомир Колдуэлл,Мужской,39,Дворянин,False,8,33,727
Драйг Бон–Дху,Мужской,48,Скальд,False,8,21,728
Древин,Мужской,53,,True,8,33,729
Дрительм,Мужской,30,Чародей,False,8,12,730
Дрогодар,Мужской,31,Бард,False,8,33,731
Дроздяк,Мужской,35,,True,8,33,732
Дромил,Мужской,30,Крестьянин,True,8,29,733
Друган,Мужской,39,Военнослужащий,False,8,8,734
Друзус,Мужской,35,Отшельник,False,8,29,735
Друид (Дуб Гединейт),Мужской,49,Друид,True,8,21,736
Дудко,Мужской,66,Лесоруб,True,8,29,737
Дуду,Мужской,20,Купец,True,8,33,738
Дуни Вильдерверт,Мужской,18,Крестьянин,True,8,29,739
Дунка,Женский,45,Воительница,True,8,33,740
Дунс Медведь,Мужской,61,Воин,True,8,21,741
Дурден Портной,Мужской,51,Рукопашный боец,True,11,33,742
Дурында,X,18,,True,8,33,743
Дуффицей Крель,Мужской,22,Наемник,True,8,33,744
Дхун,Мужской,18,Солтыс деревни,True,8,2,745
Дыффин,Мужской,23,Дворянин,True,8,33,746
Дьяболо,X,58,,True,8,33,747
Дэирдра из Каэдвена,Женский,32,Принцесса Каэдвена,True,8,10,748
Дэнхард,Мужской,25,Дворянин,False,8,24,749
Дэрэ,Женский,69,Проститутка,False,11,33,750
Дэчка,Женский,34,Официантка,True,8,33,751
Дюймовочка,Женский,19,,True,8,33,752
Дюран де Саварин,Мужской,55,Историк,True,8,33,753
Дядька Почастник,Мужской,55,Травник,True,8,24,754
Евангелина Парр,Женский,29,Проститутка,True,8,29,755
Евгения,Женский,40,,True,8,33,756
Евдоксия Тиссен,Женский,47,Дворянка,True,8,12,757
Евстахий,Мужской,68,Сборщик трупов,True,8,24,758
Ендрек из Каплицов,Мужской,52,Крестьянин,True,8,29,759
Жак Красавчик,Мужской,15,Мелкий преступникБатрак,True,8,33,760
Жак Ольдак,Мужской,44,Королевский ловчий,True,8,33,761
Жакетта,Женский,60,,True,8,33,762
Жан Катильон,Мужской,57,Управляющий виноградником,True,8,33,763
Жан Ла Вуазье,Мужской,19,Преподаватель химии,True,8,33,764
Жан Пьер,Мужской,18,Охотник за головами,False,8,33,765
Жан-Луи Людовик,Мужской,23,Парикмахер,True,8,33,766
Жан-Люк,Мужской,60,Батрак,False,8,33,767
Ждан,Мужской,22,Кулачный боец,False,8,29,768
Жейд Глевиссиг,Женский,48,Чародейка,True,8,33,769
Железный Мортимер,Мужской,29,Капитан стражиКулачный боец,True,8,24,770
Жесть,Мужской,67,Бандит,True,8,24,771
Жительница Темноводья,Женский,45,Крестьянка,True,8,29,772
Жоанна Сельборн,Женский,35,Телепатка,True,8,33,773
Жоли,Женский,26,Дворянка,False,8,24,774
Жоффрей Мунстер,Мужской,47,ЧародейТиромант,True,8,33,775
Жук,Мужской,65,Солдат,False,8,24,776
Жюль Теффе,Мужской,49,Наркоторговец,True,8,33,777
Жюс де Саберр,Мужской,29,,False,8,33,778
Завист,Мужской,61,Чародей,True,8,12,779
Закорок,Мужской,35,пьяница,True,8,33,780
Зама Песчаный,Мужской,59,Кулачный боец,False,8,21,781
Зампано из Бельхавена,Мужской,64,Цирковой артист,True,8,33,782
Зарычка,Женский,17,Жрица,True,8,29,783
Затор,Мужской,58,Наемник,True,8,24,784
Затрет Ворута,Мужской,42,,True,8,33,785
Захин Шмарц,Мужской,20,Дантист,True,7,33,786
Згарб,Мужской,63,Колесник,True,8,33,787
Здравко Кранмер,Мужской,59,Кузнец,True,7,33,788
Зед,Мужской,51,Владелец ломбарда,False,8,24,789
Зелест,Мужской,32,Коморник,True,8,33,790
Зели,Женский,59,Травница,True,1,33,791
Зелиса,Женский,29,НаемницаВладелец борделя,False,8,33,792
Зелфик,Мужской,16,,True,8,33,793
Зельткирк,Мужской,18,РыцарьПолководец,False,8,2,794
Зенек Стамка,Мужской,18,Крестьянин,True,8,29,795
Зеррит,Мужской,66,ВедьмакНаёмный убийца,False,8,33,796
Зжин,Мужской,45,Полководец,False,1,33,797
Зивелена,Женский,23,Государственный деятель,True,8,33,798
Зигвард,Мужской,36,Наемник,False,8,21,799
Зиго Бунц,Мужской,46,ЧародейКоролевский советник,True,8,12,800
Зигфрид из Денесле,Мужской,53,РыцарьМагистр Ордена,False,8,24,801
Зильгарт,Мужской,40,Дворянин,True,8,2,802
Зиндрам Рушель,Мужской,59,,True,8,24,803
Златулина,Женский,44,,False,8,27,804
Золтан Хивай,Мужской,59,НаемникПредприниматель,True,7,18,805
Зоммерхальдер,Мужской,20,Солтыс,True,8,33,806
Зорг,Мужской,61,Бандит,False,8,33,807
Зоська-Свистушка,Женский,41,Проститутка,True,8,33,808
Зузя,Женский,36,Проститутка,True,8,24,809
Зулейка,Женский,62,Королева,True,8,28,810
Зуля,Женский,28,,False,8,29,811
Зывик,Мужской,51,Военнослужащий,True,8,10,812
Зындраб,Мужской,56,Игрок в покер,True,8,33,813
Иаков Фэнн,Мужской,31,Детектив,False,8,33,814
Иан Беккер,Мужской,68,ЧародейИсследователь,True,8,33,815
Иан Струйкен,Мужской,29,Агент разведки,True,8,8,816
Ибрагим Сави,Мужской,41,Адъюнкт,False,8,33,817
Ив,Мужской,34,Рыцарь,True,8,32,818
Иван,Мужской,34,ВедьмакНаёмник,False,8,33,819
Ивар,Мужской,63,,False,8,21,820
Ивар Злобоглаз,Мужской,42,Ведьмак,False,8,33,821
Ивасик,Мужской,38,,True,8,33,822
Иво,Мужской,64,Оценщик недвижимостиCтраховщик,False,7,33,823
Иво из Бельхавена,Мужской,59,Ведьмак,True,8,27,824
Иво Мирс,Мужской,56,Наёмник,True,8,33,825
Иво Рише,Мужской,45,Чародей,True,8,33,826
Ивонна из Лан Эксетера,Женский,52,Дворянка,True,8,12,827
Ивор Брекенриггс,Мужской,19,Старейшина клана,True,7,18,828
Игнатий Гайл,Мужской,25,ИнквизиторПреступник,True,8,33,829
Игнаций Веррье,Мужской,27,ДворянинПомещик,False,8,29,830
Игорь,Мужской,59,Распорядитель арены,False,8,24,831
Игорь Вивальди,Мужской,40,Банкир,True,7,33,832
Игорь де Садэ,Мужской,26,Студент,False,8,33,833
Игорь Монье,Мужской,54,ДворянинПутешественникИгрок в гвинт,False,8,33,834
Игрок (Предместья),Мужской,44,Игрок в покер,True,8,33,835
Ида Эмеан аэп Сивней,Женский,66,ЧародейкаAen SaevherneСоветница королевы,True,11,33,836
Идарран из Уливо,Мужской,61,Чародей,True,8,33,837
Иди,Мужской,43,Король,False,8,12,838
Иероним Лаш,Мужской,51,ЧародейАгент Нильфгаарда,True,8,8,839
Иероним Уззар,Мужской,30,Придворный комес,True,8,24,840
Иеронимус,Мужской,64,Чародей,False,8,33,841
Иерофант,Мужской,21,Друид,True,8,33,842
Изабель де Рокфор,Женский,56,Гувернантка,True,8,33,843
Изенгрим Фаоильтиарна,Мужской,43,ПартизанВоеначальник (ранее),True,11,33,844
Ийон Ффран,Мужской,31,Военнослужащий,True,8,8,845
Илдико Брекл,Женский,66,ЧародейкаКоролева Керака,True,8,33,846
Илика,Женский,52,,True,8,33,847
Илона,Женский,67,Циркачка,True,11,33,848
Илона Ло-Антиль,Женский,70,Чародейка,True,8,33,849
Ильза,Женский,25,,False,8,29,850
Имке,Женский,28,Пират,True,8,33,851
Имлерих,Мужской,61,ВоинПолководец,False,11,33,852
Иммануэль Бенавент,X,29,,True,8,33,853
Импекка,Женский,51,Королева,True,8,15,854
Импотьента Вандербек,Женский,36,,True,9,33,855
Ингвар (Человек),Мужской,44,Воин,True,8,21,856
Инглор Хелианве,Мужской,24,Чиновник,True,11,33,857
Ингрид Вегельбуд,Женский,36,Дворянка,True,8,24,858
Инкарвиллея Хильдебранд,Женский,20,,True,9,33,859
Иоанн Аттрейский,Мужской,41,Геральдик,True,8,1,860
Иоанн из Бругге,Мужской,54,Учёный-исследовательПисатель,True,8,3,861
Иоанна,Женский,54,Бронник (мастер),True,8,21,862
Иоанна из Лукоморья,Женский,51,Воительница,True,8,24,863
Иоахим фон Гратц,Мужской,41,Врач-хирург,True,8,24,864
Иоахим Шван,Мужской,63,Сборщик налогов,False,8,24,865
Иоганн,Мужской,19,Крестьянин,True,8,29,866
Иоля Вторая,Женский,63,Жрица храма Мелитэле,True,8,33,867
Иоля Первая,Женский,38,Послушница,True,8,33,868
Иорвет,Мужской,17,ПартизанВоеннослужащий (ранее),True,11,33,869
Иоханнес Струдд,Мужской,47,Проводник,True,8,33,870
Иренеус вар Штайнгард,Мужской,45,УчёныйЧародей,False,8,8,871
Ирион,Мужской,40,Чародей (?),False,8,24,872
Ирис фон Эверек,Женский,19,ХудожницаДворянка,False,8,24,873
Ирэн Ренар,Женский,58,АртисткаРуководитель труппы,True,8,33,874
Исайя Коегоорн,Мужской,21,Государственный деятель (?),True,8,8,875
Исбель из Хагге,Женский,55,Чародейка,True,8,8,876
Исидор Кай,Мужской,67,РемесленникТорговец,True,7,33,877
Искра,Женский,17,Разбойница,False,11,33,878
Искра (Ведьмак 2),Женский,46,Торговец,True,11,33,879
Истредд,Мужской,31,Чародей,True,8,33,880
Сериал:Истредд,Мужской,56,Чародей,True,8,33,881
Итлина,Женский,15,ПрорицательницаАстрологЦелительницаAen Saevherne,True,11,33,882
Иуарраквакс,Мужской,65,,True,8,33,883
Иштван Игалффи,Мужской,50,Комендант Дракенборга,False,8,24,884
Йавил Фиш,Мужской,31,НаемникСолдат (ранее),True,8,33,885
Йедия Мекессер,Мужской,63,СолдатАгент,False,8,33,886
Сериал:Йеннифэр,Женский,66,Чародейка,True,8,33,887
Йеннифэр из Венгерберга,Женский,17,Чародейка,True,8,2,888
Йессе Гроссбарт,Мужской,28,Разбойник,False,8,21,889
Йиррель,Мужской,50,Бандит,False,8,33,890
Йоахим де Ветт,Мужской,17,Военный и государственный деятель,False,8,8,891
Йозен Гарин,Мужской,34,Путешественник,True,8,30,892
Йозеф из Гелибола,Мужской,43,Солдат,False,8,24,893
Йойоль Гретхен,Мужской,70,Чародей,False,8,33,894
Йолар,Мужской,31,ДруидАлхимик,True,8,21,895
Йона,Женский,53,Травница,False,8,21,896
Йонас,Мужской,25,,True,8,33,897
Йонаш,Мужской,63,Кулачный боец,True,8,29,898
Йонаш (Скеллиге),Мужской,38,Трактирщик,True,8,21,899
Йонн,Мужской,25,Кузнец (подмастерье),True,8,21,900
Йонтек,Мужской,66,Кмет,False,8,29,901
Йорг,Мужской,16,,False,8,21,902
Йорис Аквинус,Мужской,57,Преподаватель теологии,False,8,33,903
Йорри Белый,Мужской,53,,False,8,21,904
Йорульф Росомаха,Мужской,42,Воин,True,8,21,905
Йорунд,Мужской,66,Воин (ранее),False,8,21,906
Йоста,Женский,30,Жрица,True,8,21,907
Йотун,Мужской,49,,True,8,33,908
Йоханн Бонер,Мужской,66,Мошенник,False,8,21,909
Йоэль,Мужской,36,Ведьмак,True,8,33,910
Йунгханс,Мужской,25,Бандит,True,8,33,911
Йунтек,Мужской,23,Рабочий,True,8,33,912
Йурга,Мужской,36,Купец,False,8,27,913
Йянна из Мурривеля,Женский,37,Чародейка,True,8,24,914
Каберник Турент,Мужской,40,Солдат,False,8,33,915
Кавин Йелль,Мужской,40,Управляющий поместья,True,8,29,916
Каври вар Ллехын,Мужской,69,Военнослужащий,True,8,8,917
Кагыр,Мужской,65,ВоеннослужащийДворянин,False,8,33,918
Сериал:Кагыр,Мужской,63,Рыцарь,True,8,8,919
Казимир Басси,Мужской,62,Горный мастер (ранее)Подрывник,False,7,18,920
Казимир де Лаутерпахт,Мужской,38,Государственный деятель,False,8,24,921
Каирбр аэп Диаред,Мужской,59,Партизан,False,11,33,922
Кайлей,Мужской,39,Разбойник,False,8,34,923
Каймир,Мужской,54,ВорМародер,False,8,33,924
Кайтек,Мужской,39,Разбойник,True,8,29,925
Кайтлин из Каэдвена,Женский,29,Королева,True,8,10,926
Калантэ,Женский,25,Государственный деятель,False,8,33,927
Сериал:Калантэ,Женский,51,Королева,True,8,33,928
Калеб Менге,Мужской,15,Командир инквизиторовДеятель органов безопасности,False,8,24,929
Калеб Страттон,Мужской,53,Наемник,False,7,33,930
Калигор,Мужской,39,,True,8,33,931
Каликсте Мойр,Мужской,20,Корчмарь,True,8,8,932
Кальдемейн,Мужской,40,Войт Блавикена,True,8,24,933
Калькштейн,Мужской,23,Учёный-алхимикПисатель,False,8,33,934
Кальтен,Мужской,38,Лидер крестьян,True,8,2,935
Камби,Мужской,21,,True,8,33,936
Каменщик Харн,Мужской,64,Каменщик,True,8,29,937
Камил Ронштеттер,Мужской,68,,True,8,33,938
Капитан (Порт Новиграда),Женский,16,МореплавательКапитан корабля,True,8,33,939
Капитан Волверстон,Мужской,36,Капитан корабляМореплаватель,False,8,33,940
Капитан стражи вар Аттре,Мужской,63,Военнослужащий,True,8,8,941
Капитан Хансен,Мужской,49,Офицер,True,8,24,942
Карантир,Мужской,49,ПолководецЧародей-навигатор,False,11,33,943
Кардуин из Лан Эксетера,Мужской,20,Чародей,True,8,12,944
Карецца Шарбоннэ,Женский,60,Дворянка,True,8,29,945
Карл Варезе,Мужской,54,ПреступникЛидер группировки,False,7,33,946
Карла Деметия Крест,Женский,37,Чародейка,True,8,33,947
Карли,Женский,56,,True,8,21,948
Кармен,Женский,15,Проститутка,True,8,29,949
Карола,Женский,49,,False,8,29,950
Каролина (Ведьмак),Женский,28,Крестьянка,False,8,29,951
Каролина Роберта,Женский,67,Государственный деятель,True,8,33,952
Картия ван Кантен,Женский,24,Шпионка,True,8,8,953
Карэлька,Мужской,53,Стражник,True,8,33,954
Касадей,Мужской,29,Дворянин,True,8,33,955
Каспар,Мужской,40,Воин,True,8,21,956
Каспер,Мужской,18,Солдат,False,8,24,957
Кассандра дю Туа,Женский,45,Шпион,True,8,33,958
Катарина,Женский,34,Артистка,True,8,33,959
Катье,Женский,44,Жрица,True,8,33,960
Квартирмейстер (Замок Вроницы),Мужской,45,КвартирмейстерКупец,True,8,29,961
Квартирмейстер (Цена нейтралитета),Мужской,15,Торговец,True,7,33,962
Квинто,Мужской,28,Профессиональный вор,False,8,33,963
Кеаллах аэп Груффыд,Мужской,54,Сенешаль,True,8,33,964
Кеван,Мужской,44,,True,8,21,965
Кевенард ван Влит,Мужской,19,Предприниматель-кожевник,True,8,24,966
Кеес ван Ло,Мужской,43,Военачальник,False,8,8,967
Кейр,Мужской,35,БандитНаемник,False,8,33,968
Кейра Мец,Женский,47,Чародейка,False,8,29,969
Кейстут фон Эверек,Мужской,47,Военачальник,True,8,24,970
Келина,Женский,55,баронесса,True,8,33,971
Келоб,X,44,,True,8,33,972
Кельдар,Мужской,34,ВедьмакНаставник ведьмаков,True,8,33,973
Кельтуллис,Женский,62,,True,7,33,974
Кеннет,Мужской,45,Наемник,True,8,24,975
Кербин,Мужской,56,Государственный деятель,True,8,33,976
Керис ан Крайт,Женский,56,Государственный деятель (опционально),True,8,21,977
Кехль,Мужской,19,Разбойник,True,1,33,978
Киаран аэп Эасниллен,Мужской,53,Партизан,False,11,33,979
Киврил,Мужской,41,Бандит,False,8,33,980
Кийян Безумный,Мужской,47,НаёмникВедьмак,False,8,33,981
Кинеад вар Анагыд,Женский,16,Дворянка,True,8,8,982
Киприан Вилли,Мужской,32,ПреступникЛидер банды,False,8,33,983
Киприан Фрипп Младший,Мужской,67,Солдат,False,8,33,984
Киприан Фрипп Старший,Мужской,63,Солдат из отряда Скеллена,True,8,33,985
Кирпич,Мужской,56,Наркоторговец,False,8,29,986
Кирпичники,X,65,,True,8,33,987
Кирус Хеммельфарт,Мужской,36,Церковный деятель,True,8,33,988
Кистрин,Мужской,49,Король,True,8,5,989
Клапрот,Мужской,68,Бандит,False,8,29,990
Клара,Женский,19,Крестьянка,False,8,29,991
Клара аэп Гвиндолин Гор,Женский,54,Фаворитка императора,True,8,33,992
Клара Ларисса де Винтер,Женский,45,ЧародейкаПреподавательРектор академии,True,8,33,993
Кларисса из Туссента,Женский,34,Королева,True,8,33,994
Клаудия Стархемберг,Женский,24,Дворянка,True,8,13,995
Клаус Келлерман,Мужской,19,Алхимик,False,8,33,996
Клаус фон Эбергейд,Мужской,44,Рыцарь,True,8,24,997
Кледвин,Мужской,48,Цирюльник,True,8,8,998
Клемент,Мужской,53,Гвардеец,True,8,33,999
Клорд,Мужской,21,,True,8,29,1000
Клыкач,Мужской,56,Криминальный авторитет,False,8,33,1001
Клюйверт,Мужской,39,Наркоторговец,False,8,24,1002
Кляйнер,Мужской,37,Солдат,True,8,24,1003
Кмет-торговец,Мужской,70,Торговец,True,8,33,1004
Кнут Кройцман,Мужской,31,,False,8,24,1005
Кнут Свирепый,Мужской,61,СектантВоин,True,8,21,1006
Княжна,Женский,69,,True,8,33,1007
Князь де Берри,Мужской,23,Дворянин,True,8,33,1008
Коба,Мужской,31,Крестьянин,False,8,24,1009
Кобус де Руйтер,Мужский,30,ВоеначальникПисательДворянин,False,8,24,1010
Ковач,Мужской,69,Офицер темерской армии,True,8,33,1011
Кодрингер,Мужской,41,Детектив,False,8,33,1012
Козизуб,Мужской,51,Король,True,8,33,1013
Козоед,Мужской,70,Сапожник,True,8,33,1014
Коиннеах де Рео,Мужской,22,ПартизанВоеннослужащий,False,11,33,1015
Койон,Мужской,23,ВедьмакСолдат,False,8,13,1016
Колдвин,Мужской,15,Особый посланникВоеннослужащий,True,8,8,1017
Колосс,Мужской,50,Кулачный боец,True,8,33,1018
Колтун,Мужской,52,Гладиаторский боец,True,8,33,1019
Колтун (Гвинт),Мужской,21,Рыцарь,True,8,33,1020
Кольгрим,Мужской,29,Ведьмак,False,8,33,1021
Кольда,Мужской,58,Гавенкар,True,8,33,1022
Комор,Мужской,39,Крестьянин,True,8,29,1023
Кондвирамурса Тилли,Женский,46,Чародейка (Онейромантка),True,8,33,1024
Коннор,Мужской,54,,True,8,33,1025
Конрад,Мужской,49,Пьяница,True,8,33,1026
Конская Шкура,Мужской,50,Гладиаторский боец,True,8,33,1027
Коппенрат,Мужской,27,Бургомистр,True,8,33,1028
Корам I,Мужской,68,Государственный деятель,True,8,33,1029
