character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Габор Зигрин,Мужской,69,,False,7,18,471
Гавел Матт,Мужской,27,Охотник,True,8,24,472
Гавриил,Мужской,15,Ремесленник,True,8,5,473
Гаврила,Мужской,58,СолдатПреступник (ранее),True,8,10,474
Гадко,Мужской,40,Игрок в гвинт,True,8,29,475
Гаксо,Мужской,61,Кастелян замка,True,8,33,476
Гал,Мужской,46,Кулачный боец,True,8,,477
Галантея,Женский,51,Бард,True,8,,478
Галарр,Мужской,29,,True,11,,479
Галахад из Каэр Бенина,Мужской,33,Рыцарь,True,8,,480
Гальвин,Мужской,17,БандитНаемник,False,8,,481
Гамилькар Данза,Мужской,54,Военнослужащий,True,8,8,482
Ганна,Женский,46,,False,8,29,483
Ганс Железное Гузно,Мужской,42,Наездник,True,8,29,484
Ганс из Цидариса,Мужской,49,Наемник,False,8,32,485
Ганс фон Эбнер,Мужской,16,ПредпринимательРыцарь,True,8,24,486
Гансом,Мужской,57,Гонец,True,8,,487
Гаппен,Мужской,51,Менеджер бань,True,8,12,488
Гарвена,Женский,56,Хозяйка борделя,False,8,,489
Гардения Бибервельт,Женский,23,Фермер,True,9,,490
Гардик,Мужской,23,Государственный деятель,True,8,29,491
Гармон аэп Гренекан,Мужской,55,Военачальник,True,8,8,492
Гаскон (Бард),Мужской,51,Бард,True,8,24,493
Гаскон Броссард,Мужской,68,РазбойникДворянинНаемник,False,8,,494
Гаспар,Мужской,24,УченыйАлхимик,False,8,,495
Гаспар Дроухард,Мужской,49,,True,8,,496
Гаспар Суттер,Мужской,57,Оценщик недвижимостиCтраховщик,True,7,,497
Гастон,Мужской,52,Купец,True,8,,498
Гастон (Купец),Мужской,61,Купец,False,8,,499
Гаэнор,Мужской,62,Военнослужащий,False,8,8,500
Гаэтан,Мужской,16,Ведьмак,False,8,,501
Гвельд,Мужской,21,Ведьмак,False,8,,502
Гвидо Тиссен,Мужской,40,Дворянин,True,8,12,503
Гвискар Вермуллен,Мужской,34,Дворянин,True,8,12,504
Гвитр,Мужской,64,Пират,True,8,21,505
Ге'эльс,Мужской,43,Наместник Aen Elle,True,11,,506
Гедвига из Маллеоры,Женский,54,Королева,True,8,17,507
Геддес,Мужской,38,Государственный деятель,True,8,29,508
Гедовиус Тройденид,Мужской,33,Государственный деятель,True,8,12,509
Гезрас из Лейды,Мужской,34,Ведьмак,True,8,10,510
Гелван,Мужской,25,Aen Saevherne,True,11,,511
Гелвид,Мужской,43,Церковный деятель,True,8,24,512
Гельмульт,Мужской,32,Дворянин,False,8,24,513
Гемма,Женский,17,Королева,True,8,10,514
Гендрик,Мужской,35,РазведчикШпион,False,8,8,515
Генрик III Толстый,Мужской,70,Государственный деятель,True,8,,516
Генрих вар Аттре,Мужской,31,Дипломат,True,8,1,517
Генрих Латрек,Мужской,39,Художник,True,9,24,518
Георг Георгиус,Мужской,39,Кулачный боец,True,8,,519
Георг из Кагена,Мужской,39,Ведьмак,False,8,29,520
Геральд Слама,Мужской,19,Герольд,True,8,,521
Сериал:Геральт,Мужской,31,Ведьмак,True,8,,522
Геральт из Ривии,Мужской,57,Ведьмак,True,8,,523
Герард Тройденид,Мужской,67,Государственный деятель,True,8,12,524
Герберт Стаммельфорд,Мужской,65,ЧародейИсследователь,True,8,,525
Гербольт,Мужской,44,Войт,True,8,20,526
Герд,Мужской,34,Ведьмак,False,8,,527
Герд (Наемник),Мужской,65,Наемник,False,8,,528
Герд (человек),Мужской,70,,True,8,24,529
Гериберт Сварливый,Мужской,47,Государственный деятель,True,8,24,530
Герман Безумный,Мужской,51,Государственный деятель,True,8,29,531
Геррин из Харькова,Мужской,54,Ведьмак,True,8,,532
Герт Борель,Мужской,55,Сборщик трупов,False,8,29,533
Герцог,Мужской,33,Бандит,False,8,24,534
Ги де Буа-Фресне,Мужской,70,Рыцарь,True,8,,535
Гидеон Барр,Мужской,60,ВоеннослужащийНачальник гарнизона,True,8,15,536
Гилберт,Мужской,33,Игрок в гвинт аукционер,True,8,,537
Гилберт Витшке,Мужской,56,Стражник,True,8,24,538
Гилленстерн,Мужской,43,Фактотум,True,8,9,539
Гильом де Лонфаль,Мужской,68,Странствующий рыцарь,False,8,,540
Гиселер,Мужской,35,РазбойникЛидер бандыСолдат (ранее),False,8,,541
Главный Королевский Ловчий,Мужской,29,Королевский ловчий,True,8,29,542
Главный химик,Мужской,15,ХимикПроизводитель фисштеха,True,7,,543
Гладыш,Мужской,36,Шкипер,True,8,,544
Гланн Лоренцо,Мужской,41,Скульптор,True,8,,545
Гленна,Женский,31,Мясник,True,8,24,546
Глиннис аэп Лоэрнак,Женский,23,Военнослужащая,True,8,8,547
Гневко,Мужской,20,,False,8,29,548
Гоглум,Мужской,43,,True,8,,549
Годамба Таэсс'ен,Мужской,35,Рыцарь,True,11,,550
Годыврон Пыткаирн,Мужской,58,Офицер,True,8,8,551
Гоидемар,Мужской,63,Государственный деятель,False,8,29,552
Голан Вивальди,Мужской,28,Банкир,True,7,,553
Голубой Рыцарь,Мужской,35,Рыцарь,False,8,,554
Голян Дроздек,Мужской,17,Штейгер,True,7,,555
Гомер Страгген,Мужской,18,Бандит,False,8,,556
Гомо Селин,Мужской,22,ДворянинКарточный игрок,True,8,24,557
Гонзалес,Мужской,20,Дворянин,True,8,19,558
Гонсало де Версео,Мужской,44,Поэт,True,8,,559
Гоншорек,Мужской,63,Кладовщик,False,8,11,560
Гоог,Мужской,64,Партизан,True,7,18,561
Горазд,Мужской,59,Чародей,False,8,,562
Гораций де Фюнес,Мужской,60,Гвардеец,True,8,,563
Горм,Мужской,34,Дворянин,True,8,19,564
Гослав,Мужской,24,,True,8,,565
Госта,Мужской,58,Рыбак,True,8,,566
Готрик Блейнхейм,Мужской,57,БандитНаркобарон,False,8,,567
Готтард,Мужской,68,Крестьянин,True,8,24,568
Готфрид,Мужской,61,Странствующий рыцарь,True,8,,569
Готфрид Норк,Мужской,37,Повар,True,8,,570
Готфрид Осс,Мужской,35,Археолог,False,8,24,571
Граден,Мужской,37,Инквизитор,True,8,24,572
Граф,Мужской,17,Бандит,False,8,24,573
Граф (Кровь и Вино),Мужской,31,БандитНаемник,False,8,,574
Граф Беледаль,Мужской,28,ВиноторговецЖивописецНатуралистДворянин,True,8,12,575
Граф Бруанне,Мужской,56,Дворянин,True,8,8,576
Граф д'Арви,Мужской,56,Дворянин,True,8,8,577
Граф де Боттон,Мужской,21,Дворянин,True,8,,578
Граф де Лувертен,Мужской,42,Дворянин,True,8,34,579
Граф де Руйтер,Мужской,47,Дворянин,True,8,24,580
Граф Колдуэлл,Мужской,27,Государственный деятель,False,8,,581
Граф ла Геер,Мужской,39,Государственный деятель,True,8,,582
Граф Ланьер,Мужской,54,Дворянин,True,8,24,583
Граф Тибальт,Мужской,60,ДворянинИгрок в гвинт,True,8,24,584
Граф Тибольт (Ведьмак 2),Мужской,28,Рыцарь,False,8,,585
Графиня де Лонфаль,Женский,29,Дворянка,False,8,,586
Графиня Миньоль,Женский,45,ДворянкаКоллекционер ведьминалий,True,8,24,587
Графиня Ноттурн,Женский,57,Дворянка,True,8,,588
Графнир,Мужской,39,Скальд,True,8,10,589
Грахам,Мужской,43,Рыбак,False,8,29,590
Грегор,Мужской,42,СолдатЗаговорщик,True,8,24,591
Грегор Пиксид,Мужской,23,Учёный-геолог,False,8,,592
Грегуар де Горгон,Мужской,63,Странствующий рыцарь,True,8,,593
Гремист,Мужской,33,ДруидАлхимик,True,8,21,594
Грета Оберт,Женский,38,Дворянка,True,8,,595
Гретка,Женский,18,,True,8,29,596
Греттер,Мужской,35,,False,8,21,597
Грим,Мужской,31,Кулачный боецДровосек,True,8,21,598
Гриммдьярр,Мужской,61,ВоинЯрл,True,8,21,599
Грисвольд,Мужской,27,Купец,True,8,,600
Грифон из Темерии,Мужской,19,Государственный деятель,True,8,29,601
Гриффарин,Мужской,32,ТрактирщикРазбойник (ранее)Солдат (ранее),True,8,29,602
Гриц,Мужской,24,Крестьянин,False,8,24,603
Грицци,Мужской,33,Дворянин,True,8,34,604
Гродеберт,Мужской,39,Солдат,False,8,8,605
Громм,Мужской,19,Игрок в гвинт,True,7,,606
Грузил,Мужской,54,Кулачный боецРазбойник (ранее)Солдат (ранее),True,8,29,607
Грун,Мужской,55,Бандит,False,7,,608
Груффыд,Мужской,20,Дворянин,True,8,,609
Грыдля,Мужской,29,,True,8,,610
Губерт Рейк,Мужской,24,КоронерСерийный убийцаПреподаватель (ранее),False,8,,611
Губитель,Мужской,34,ЧародейАлхимик,True,8,8,612
Губрехт,Мужской,52,Инквизитор,False,8,24,613
Гуго из Напэйса,Мужской,46,Жрец богини КревеРыцарьВеликий Магистр Ордена Белой Розы,True,8,29,614
Гуго Майерсдорф,Мужской,70,Пчеловод,True,9,,615
Гуго Хофф,Мужской,60,Профессиональный вор,False,9,,616
Гудемунда Тиссен,Женский,58,Дворянка,True,8,12,617
Гудмунд Большое Хайло,Мужской,25,Пират,True,8,21,618
Гудрун Бьорнсдоттир,Женский,29,Лидер группировкиПират,True,8,21,619
Гумберт Реардон,Мужской,30,Дворянин помещик,False,8,29,620
Гундар,Мужской,62,,True,8,21,621
Гунн Хардис,Мужской,42,Кузнец-оружейникРазбойник (ранее)Солдат (ранее),True,7,,622
Гуннар,Мужской,21,Мастер Пути,True,8,21,623
Гуннар (Спикероог),Мужской,24,Распорядитель арены,True,8,21,624
Гурман,Мужской,31,,False,8,,625
Гусар,Мужской,60,,True,8,,626
Густав Рене,Мужской,28,Боец на арене,False,8,,627
Гусыня Бальбина,Женский,52,,True,8,,628
Гутлаф,Мужской,21,СенешальКапитан драккара,False,8,21,629
Гутрам из Соддена,Мужской,49,Государственный деятель,True,8,27,630
Гуус Мейер,Мужской,28,Плотник,True,7,18,631
Гухарт,Мужской,61,ВедьмакУчитель фехтования,True,8,,632
Гьярр,Мужской,35,Староста деревни,True,8,21,633
Гэнфальф,Мужской,18,,True,8,,634
Гюго Моннар,Мужской,57,Предприниматель,True,8,,635
Гюнтер о'Дим,Мужской,42,Искуситель охотящийся за человеческими душами,True,8,,636
Давид Афтенсборо,Мужской,45,Артист,False,8,,637
Дагборг,Мужской,53,ДворянинПомещик,True,8,,638
Дагмар,Мужской,19,Крестьянин,True,8,29,639
Дагоберт из Воле,Мужской,66,Чародей,False,8,,640
Дагорад,Мужской,50,Государственный деятель,False,8,33,641
Дагрид,Мужской,35,Государственный деятель,True,8,10,642
Дагур Два Клинка,Мужской,68,Воин-ренегат,False,8,21,643
Даинти Бибервельт,Мужской,18,ФермерКоноводКупец,True,9,,644
Даирида,Женский,62,Дворянка,True,8,,645
Дакре Силифант,Мужской,41,ВоеннослужащийНаемник,True,8,,646
Далимира из Редании,Женский,33,Дворянка,True,8,24,647
Далия,Женский,38,,True,8,,648
Далла,Женский,40,Жрица,True,8,21,649
Далум,Мужской,65,Торговец,True,8,,650
Дамбор Черный,Мужской,46,Государственный деятель,True,8,24,651
Дамрокка из Гулеты,Женский,59,ДворянкаПроститутка (ранее),True,8,2,652
Дамьен де ла Тур,Мужской,55,Командир гвардииОфицер,True,8,,653
Сериал:Данек,Мужской,55,Рыцарь,True,8,33,654
Даниэль Дюбуа,Мужской,45,Странствующий рыцарь,True,8,,655
Даниэль Эчеверриа,Мужской,52,ВоеннослужащийРыцарьДворянин,True,8,29,656
Данте ди Брадо,Мужской,67,Игрок в гвинт,True,8,,657
Сериал:Дара,Мужской,25,,True,11,,658
Даэрхенна,Мужской,24,ЧародейУченый,True,11,,659
Дебиан Кардан,Мужской,22,,True,7,,660
Дебора,Женский,44,Лекарь,True,8,,661
Девица,Женский,65,,True,8,,662
Девлин аэп Меара,Мужской,24,Лейтенант дивизии Альба,True,8,,663
Девочка со спичками,Женский,31,Торговец,True,8,,664
Деде Варгас,Мужской,27,НаемникСолдат,False,8,,665
Дедушка,Мужской,28,,False,8,29,666
Дезмод,Мужской,54,Государственный деятель,True,8,,667
Дейдра Адемейн,Женский,58,Дворянка,False,8,9,668
Дейдре аэп Калхалл,Женский,34,Дворянка,True,11,,669
Деклан Леуваарден,Мужской,34,Купец,True,8,8,670
Деклан Рос аэп Маэльглыд,Мужской,56,Военнослужащий,True,8,8,671
Дельвин де Крайо,Мужской,38,ДворянинРыцарь,False,8,17,672
Демавенд,Мужской,61,Государственный деятель,False,8,2,673
Демьян,Мужской,15,Солдат,False,8,24,674
Деннис Кранмер,Мужской,21,ВоеннослужащийКапитан стражи (ранее),True,7,18,675
Деран аэп Кеаллах,Мужской,37,Дворянин,True,8,,676
Дервля Трыффин Бруaннэ,Женский,47,Дворянка,True,8,8,677
Деревенская старушка,Женский,52,,True,8,2,678
Держигорка,Мужской,18,,True,8,33,679
Деркач,Мужской,34,Ефрейтор,True,8,,680
Дерран,Мужской,55,,True,8,21,681
Деррик,Мужской,30,,False,7,,682
Дершан,Мужской,17,,True,8,,683
Десятка,Мужской,21,Бандит,False,8,,684
Детлафф ван дер Эретайн,Мужской,32,ПутешественникСерийный убийца,False,8,,685
Детмольд,Мужской,31,ЧародейСоветник короля,False,8,13,686
Дея Стенгер,Женский,39,,False,8,,687
Джаккомо Витти,Мужской,58,Чародей,True,8,33,688
Джакоммо Воттичели,Мужской,55,Скульптор,True,8,,689
Джакомо Чианфанелли,Мужской,17,Банкир,True,7,18,690
Джамбаттиста,Мужской,70,Чародей,True,8,,691
Джанго Фретт,Мужской,67,НаёмникОхотник за головами,False,8,21,692
Джеоффрей Монк,Мужской,56,ЧародейМагический деятельПисатель,True,8,,693
Джером Моро,Мужской,48,Ведьмак,False,8,,694
Джоана из Гутборга,Женский,32,Дворянка,True,8,24,695
Джулия Абатемарко,Женский,64,Командир наёмниковРазбойница (в прошлом),True,8,,696
Джуркаст,Мужской,49,Государственный деятель,True,8,29,697
Диана де Сэнт-Виллерс,Женский,48,Королева,True,8,29,698
Диветаф,Мужской,16,Государственный деятель,False,11,,699
Дигот,Мужской,30,Сотник,True,8,10,700
Дидерик из Гелибола,Мужской,42,Ученик ведьмаков,False,8,24,701
Диди Хофмайер,Мужской,30,Ездовой,True,9,,702
Дилла кх'Аманни,Мужской,19,Купец,True,8,22,703
Диллен,Мужской,65,,True,8,,704
Диллиан,Женский,62,,True,11,,705
Дильвин,Мужской,22,Солдат,False,8,8,706
Димитр,Мужской,15,Бандит,False,8,,707
Диргелех,Мужской,51,Узурпатор,True,8,,708
Дирк,Мужской,21,ИнквизиторСпециалист по пыткам,False,8,24,709
Дитер,Мужской,44,Конюший,False,8,29,710
Дованте,Мужской,49,Гвардеец,True,8,,711
Додрик Люмарц,Мужской,56,ШпионПреступник,False,8,8,712
Долорес Реардон,Женский,61,Дворянка,True,8,29,713
Доминик Бомбаст Хувенагель,Мужской,19,Государственный деятельПредпринимательФилантроп,False,8,34,714
Домовой (допплер),Мужской,18,Вор,False,8,,715
Донар ан Хиндар,Мужской,20,Ярл,True,8,21,716
Донимир Верный,Мужской,65,Военачальник,True,8,24,717
Донимир из Тройи,Мужской,16,Рыцарь,True,8,27,718
Дора,Женский,47,,True,8,24,719
Дореан,Мужской,17,,False,8,17,720
Дориан Вилесс,Мужской,29,Художник,True,8,,721
Дория,Женский,54,,True,8,,722
Доррегарай,Мужской,43,ЧародейУчёный и писательРектор академии,True,8,32,723
Драакуль,X,64,,True,8,,724
Драган,Мужской,61,Торговец,True,8,,725
Драгомир,Мужской,55,,True,8,,726
Драгомир Колдуэлл,Мужской,33,Дворянин,False,8,,727
Драйг Бон–Дху,Мужской,30,Скальд,False,8,21,728
Древин,Мужской,65,,True,8,,729
Дрительм,Мужской,20,Чародей,False,8,12,730
Дрогодар,Мужской,62,Бард,False,8,,731
Дроздяк,Мужской,22,,True,8,,732
Дромил,Мужской,24,Крестьянин,True,8,29,733
Друган,Мужской,66,Военнослужащий,False,8,8,734
Друзус,Мужской,23,Отшельник,False,8,29,735
Друид (Дуб Гединейт),Мужской,35,Друид,True,8,21,736
Дудко,Мужской,32,Лесоруб,True,8,29,737
Дуду,Мужской,36,Купец,True,8,,738
Дуни Вильдерверт,Мужской,33,Крестьянин,True,8,29,739
Дунка,Женский,40,Воительница,True,8,,740
Дунс Медведь,Мужской,39,Воин,True,8,21,741
Дурден Портной,Мужской,22,Рукопашный боец,True,11,,742
Дурында,X,68,,True,8,,743
Дуффицей Крель,Мужской,18,Наемник,True,8,,744
Дхун,Мужской,66,Солтыс деревни,True,8,2,745
Дыффин,Мужской,55,Дворянин,True,8,,746
Дьяболо,X,18,,True,8,,747
Дэирдра из Каэдвена,Женский,20,Принцесса Каэдвена,True,8,10,748
Дэнхард,Мужской,68,Дворянин,False,8,24,749
Дэрэ,Женский,48,Проститутка,False,11,,750
Дэчка,Женский,23,Официантка,True,8,,751
Дюймовочка,Женский,25,,True,8,,752
Дюран де Саварин,Мужской,61,Историк,True,8,,753
Дядька Почастник,Мужской,34,Травник,True,8,24,754
Евангелина Парр,Женский,34,Проститутка,True,8,29,755
Евгения,Женский,35,,True,8,,756
Евдоксия Тиссен,Женский,66,Дворянка,True,8,12,757
Евстахий,Мужской,64,Сборщик трупов,True,8,24,758
Ендрек из Каплицов,Мужской,37,Крестьянин,True,8,29,759
Жак Красавчик,Мужской,38,Мелкий преступникБатрак,True,8,,760
Жак Ольдак,Мужской,54,Королевский ловчий,True,8,,761
Жакетта,Женский,28,,True,8,,762
Жан Катильон,Мужской,30,Управляющий виноградником,True,8,,763
Жан Ла Вуазье,Мужской,33,Преподаватель химии,True,8,,764
Жан Пьер,Мужской,58,Охотник за головами,False,8,,765
Жан-Луи Людовик,Мужской,47,Парикмахер,True,8,,766
Жан-Люк,Мужской,34,Батрак,False,8,,767
Ждан,Мужской,44,Кулачный боец,False,8,29,768
Жейд Глевиссиг,Женский,15,Чародейка,True,8,,769
Железный Мортимер,Мужской,44,Капитан стражиКулачный боец,True,8,24,770
Жесть,Мужской,26,Бандит,True,8,24,771
Жительница Темноводья,Женский,21,Крестьянка,True,8,29,772
Жоанна Сельборн,Женский,62,Телепатка,True,8,,773
Жоли,Женский,17,Дворянка,False,8,24,774
Жоффрей Мунстер,Мужской,26,ЧародейТиромант,True,8,,775
Жук,Мужской,62,Солдат,False,8,24,776
Жюль Теффе,Мужской,47,Наркоторговец,True,8,,777
Жюс де Саберр,Мужской,36,,False,8,,778
Завист,Мужской,41,Чародей,True,8,12,779
Закорок,Мужской,59,пьяница,True,8,,780
Зама Песчаный,Мужской,31,Кулачный боец,False,8,21,781
Зампано из Бельхавена,Мужской,58,Цирковой артист,True,8,,782
Зарычка,Женский,59,Жрица,True,8,29,783
Затор,Мужской,46,Наемник,True,8,24,784
Затрет Ворута,Мужской,32,,True,8,,785
Захин Шмарц,Мужской,19,Дантист,True,7,,786
Згарб,Мужской,51,Колесник,True,8,,787
Здравко Кранмер,Мужской,53,Кузнец,True,7,,788
Зед,Мужской,30,Владелец ломбарда,False,8,24,789
Зелест,Мужской,70,Коморник,True,8,,790
Зели,Женский,67,Травница,True,1,,791
Зелиса,Женский,18,НаемницаВладелец борделя,False,8,,792
Зелфик,Мужской,31,,True,8,,793
Зельткирк,Мужской,55,РыцарьПолководец,False,8,2,794
Зенек Стамка,Мужской,26,Крестьянин,True,8,29,795
Зеррит,Мужской,34,ВедьмакНаёмный убийца,False,8,,796
Зжин,Мужской,48,Полководец,False,1,,797
Зивелена,Женский,51,Государственный деятель,True,8,,798
Зигвард,Мужской,30,Наемник,False,8,21,799
Зиго Бунц,Мужской,23,ЧародейКоролевский советник,True,8,12,800
Зигфрид из Денесле,Мужской,61,РыцарьМагистр Ордена,False,8,24,801
Зильгарт,Мужской,25,Дворянин,True,8,2,802
Зиндрам Рушель,Мужской,44,,True,8,24,803
Златулина,Женский,65,,False,8,27,804
Золтан Хивай,Мужской,38,НаемникПредприниматель,True,7,18,805
Зоммерхальдер,Мужской,68,Солтыс,True,8,,806
Зорг,Мужской,53,Бандит,False,8,,807
Зоська-Свистушка,Женский,43,Проститутка,True,8,,808
Зузя,Женский,27,Проститутка,True,8,24,809
Зулейка,Женский,36,Королева,True,8,28,810
Зуля,Женский,16,,False,8,29,811
Зывик,Мужской,39,Военнослужащий,True,8,10,812
Зындраб,Мужской,27,Игрок в покер,True,8,,813
Иаков Фэнн,Мужской,17,Детектив,False,8,,814
Иан Беккер,Мужской,21,ЧародейИсследователь,True,8,,815
Иан Струйкен,Мужской,28,Агент разведки,True,8,8,816
Ибрагим Сави,Мужской,66,Адъюнкт,False,8,,817
Ив,Мужской,64,Рыцарь,True,8,32,818
Иван,Мужской,63,ВедьмакНаёмник,False,8,,819
Ивар,Мужской,59,,False,8,21,820
Ивар Злобоглаз,Мужской,24,Ведьмак,False,8,,821
Ивасик,Мужской,41,,True,8,,822
Иво,Мужской,48,Оценщик недвижимостиCтраховщик,False,7,,823
Иво из Бельхавена,Мужской,52,Ведьмак,True,8,27,824
Иво Мирс,Мужской,61,Наёмник,True,8,,825
Иво Рише,Мужской,51,Чародей,True,8,,826
Ивонна из Лан Эксетера,Женский,42,Дворянка,True,8,12,827
Ивор Брекенриггс,Мужской,16,Старейшина клана,True,7,18,828
Игнатий Гайл,Мужской,41,ИнквизиторПреступник,True,8,,829
Игнаций Веррье,Мужской,16,ДворянинПомещик,False,8,29,830
Игорь,Мужской,31,Распорядитель арены,False,8,24,831
Игорь Вивальди,Мужской,62,Банкир,True,7,,832
Игорь де Садэ,Мужской,31,Студент,False,8,,833
Игорь Монье,Мужской,35,ДворянинПутешественникИгрок в гвинт,False,8,,834
Игрок (Предместья),Мужской,22,Игрок в покер,True,8,,835
Ида Эмеан аэп Сивней,Женский,56,ЧародейкаAen SaevherneСоветница королевы,True,11,,836
Идарран из Уливо,Мужской,45,Чародей,True,8,,837
Иди,Мужской,70,Король,False,8,12,838
Иероним Лаш,Мужской,51,ЧародейАгент Нильфгаарда,True,8,8,839
Иероним Уззар,Мужской,65,Придворный комес,True,8,24,840
Иеронимус,Мужской,19,Чародей,False,8,,841
Иерофант,Мужской,65,Друид,True,8,,842
Изабель де Рокфор,Женский,32,Гувернантка,True,8,,843
Изенгрим Фаоильтиарна,Мужской,20,ПартизанВоеначальник (ранее),True,11,,844
Ийон Ффран,Мужской,39,Военнослужащий,True,8,8,845
Илдико Брекл,Женский,38,ЧародейкаКоролева Керака,True,8,,846
Илика,Женский,29,,True,8,,847
Илона,Женский,17,Циркачка,True,11,,848
Илона Ло-Антиль,Женский,60,Чародейка,True,8,,849
Ильза,Женский,65,,False,8,29,850
Имке,Женский,39,Пират,True,8,,851
Имлерих,Мужской,17,ВоинПолководец,False,11,,852
Иммануэль Бенавент,X,51,,True,8,,853
Импекка,Женский,37,Королева,True,8,15,854
Импотьента Вандербек,Женский,46,,True,9,,855
Ингвар (Человек),Мужской,49,Воин,True,8,21,856
Инглор Хелианве,Мужской,63,Чиновник,True,11,,857
Ингрид Вегельбуд,Женский,67,Дворянка,True,8,24,858
Инкарвиллея Хильдебранд,Женский,63,,True,9,,859
Иоанн Аттрейский,Мужской,17,Геральдик,True,8,1,860
Иоанн из Бругге,Мужской,16,Учёный-исследовательПисатель,True,8,3,861
Иоанна,Женский,20,Бронник (мастер),True,8,21,862
Иоанна из Лукоморья,Женский,29,Воительница,True,8,24,863
Иоахим фон Гратц,Мужской,36,Врач-хирург,True,8,24,864
Иоахим Шван,Мужской,62,Сборщик налогов,False,8,24,865
Иоганн,Мужской,37,Крестьянин,True,8,29,866
Иоля Вторая,Женский,21,Жрица храма Мелитэле,True,8,,867
Иоля Первая,Женский,17,Послушница,True,8,,868
Иорвет,Мужской,38,ПартизанВоеннослужащий (ранее),True,11,,869
Иоханнес Струдд,Мужской,38,Проводник,True,8,,870
Иренеус вар Штайнгард,Мужской,22,УчёныйЧародей,False,8,8,871
Ирион,Мужской,64,Чародей (?),False,8,24,872
Ирис фон Эверек,Женский,61,ХудожницаДворянка,False,8,24,873
Ирэн Ренар,Женский,63,АртисткаРуководитель труппы,True,8,,874
Исайя Коегоорн,Мужской,45,Государственный деятель (?),True,8,8,875
Исбель из Хагге,Женский,17,Чародейка,True,8,8,876
Исидор Кай,Мужской,42,РемесленникТорговец,True,7,,877
Искра,Женский,26,Разбойница,False,11,,878
Искра (Ведьмак 2),Женский,69,Торговец,True,11,,879
Истредд,Мужской,16,Чародей,True,8,,880
Сериал:Истредд,Мужской,37,Чародей,True,8,,881
Итлина,Женский,25,ПрорицательницаАстрологЦелительницаAen Saevherne,True,11,,882
Иуарраквакс,Мужской,67,,True,8,,883
Иштван Игалффи,Мужской,21,Комендант Дракенборга,False,8,24,884
Йавил Фиш,Мужской,33,НаемникСолдат (ранее),True,8,,885
Йедия Мекессер,Мужской,54,СолдатАгент,False,8,,886
Сериал:Йеннифэр,Женский,52,Чародейка,True,8,,887
Йеннифэр из Венгерберга,Женский,69,Чародейка,True,8,2,888
Йессе Гроссбарт,Мужской,38,Разбойник,False,8,21,889
Йиррель,Мужской,68,Бандит,False,8,,890
Йоахим де Ветт,Мужской,58,Военный и государственный деятель,False,8,8,891
Йозен Гарин,Мужской,69,Путешественник,True,8,30,892
Йозеф из Гелибола,Мужской,19,Солдат,False,8,24,893
Йойоль Гретхен,Мужской,16,Чародей,False,8,,894
Йолар,Мужской,39,ДруидАлхимик,True,8,21,895
Йона,Женский,25,Травница,False,8,21,896
Йонас,Мужской,18,,True,8,,897
Йонаш,Мужской,67,Кулачный боец,True,8,29,898
Йонаш (Скеллиге),Мужской,21,Трактирщик,True,8,21,899
Йонн,Мужской,27,Кузнец (подмастерье),True,8,21,900
Йонтек,Мужской,68,Кмет,False,8,29,901
Йорг,Мужской,41,,False,8,21,902
Йорис Аквинус,Мужской,17,Преподаватель теологии,False,8,,903
Йорри Белый,Мужской,44,,False,8,21,904
Йорульф Росомаха,Мужской,68,Воин,True,8,21,905
Йорунд,Мужской,32,Воин (ранее),False,8,21,906
Йоста,Женский,19,Жрица,True,8,21,907
Йотун,Мужской,44,,True,8,,908
Йоханн Бонер,Мужской,23,Мошенник,False,8,21,909
Йоэль,Мужской,46,Ведьмак,True,8,,910
Йунгханс,Мужской,15,Бандит,True,8,,911
Йунтек,Мужской,23,Рабочий,True,8,,912
Йурга,Мужской,23,Купец,False,8,27,913
Йянна из Мурривеля,Женский,33,Чародейка,True,8,24,914
Каберник Турент,Мужской,28,Солдат,False,8,,915
Кавин Йелль,Мужской,62,Управляющий поместья,True,8,29,916
Каври вар Ллехын,Мужской,44,Военнослужащий,True,8,8,917
Кагыр,Мужской,65,ВоеннослужащийДворянин,False,8,,918
Сериал:Кагыр,Мужской,60,Рыцарь,True,8,8,919
Казимир Басси,Мужской,21,Горный мастер (ранее)Подрывник,False,7,18,920
Казимир де Лаутерпахт,Мужской,40,Государственный деятель,False,8,24,921
Каирбр аэп Диаред,Мужской,31,Партизан,False,11,,922
Кайлей,Мужской,47,Разбойник,False,8,34,923
Каймир,Мужской,70,ВорМародер,False,8,,924
Кайтек,Мужской,43,Разбойник,True,8,29,925
Кайтлин из Каэдвена,Женский,57,Королева,True,8,10,926
Калантэ,Женский,32,Государственный деятель,False,8,33,927
Сериал:Калантэ,Женский,58,Королева,True,8,33,928
Калеб Менге,Мужской,55,Командир инквизиторовДеятель органов безопасности,False,8,24,929
Калеб Страттон,Мужской,39,Наемник,False,7,,930
Калигор,Мужской,18,,True,8,,931
Каликсте Мойр,Мужской,30,Корчмарь,True,8,8,932
Кальдемейн,Мужской,21,Войт Блавикена,True,8,24,933
Калькштейн,Мужской,37,Учёный-алхимикПисатель,False,8,,934
Кальтен,Мужской,36,Лидер крестьян,True,8,2,935
Камби,Мужской,59,,True,8,,936
Каменщик Харн,Мужской,55,Каменщик,True,8,29,937
